gene,protein,reaction,model
G_ABAYE_RS06010,P_ABAYE_RS06010+ABAYE_RS06015,R_HXAND,iCN718
G_ABAYE_RS06015,P_ABAYE_RS06010+ABAYE_RS06015,R_HXAND,iCN718
G_ABAYE_RS14145,P_ABAYE_RS14145,R_ACHBS,iCN718
G_ABAYE_RS16135,P_ABAYE_RS16135+ABAYE_RS16140,R_ACHBS,iCN718
G_ABAYE_RS16140,P_ABAYE_RS16135+ABAYE_RS16140,R_ACHBS,iCN718
G_ABAYE_RS06010,P_ABAYE_RS06010+ABAYE_RS06015,R_XAND,iCN718
G_ABAYE_RS06015,P_ABAYE_RS06010+ABAYE_RS06015,R_XAND,iCN718
G_ABAYE_RS12080,P_ABAYE_RS12080,R_GUAD,iCN718
G_ABAYE_RS19255,P_ABAYE_RS19255,R_GUAD,iCN718
G_ABAYE_RS06065,P_ABAYE_RS06065,R_GLNS,iCN718
G_ABAYE_RS07520,P_ABAYE_RS07520,R_GLNS,iCN718
G_ABAYE_RS04530,P_ABAYE_RS04530+ABAYE_RS04535,R_CBPS,iCN718
G_ABAYE_RS04535,P_ABAYE_RS04530+ABAYE_RS04535,R_CBPS,iCN718
G_ABAYE_RS07660,P_ABAYE_RS07660,R_GLNTRS,iCN718
G_ABAYE_RS15855,P_ABAYE_RS15855,R_NTPP10,iCN718
G_ABAYE_RS15855,P_ABAYE_RS15855,R_NTPP2,iCN718
G_ABAYE_RS05185,P_ABAYE_RS05185,R_ASPO1,iCN718
G_ABAYE_RS05270,P_ABAYE_RS05270,R_EHGLAT,iCN718
G_ABAYE_RS04045,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_ASNTRAT,iCN718
G_ABAYE_RS04050,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_ASNTRAT,iCN718
G_ABAYE_RS04055,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_ASNTRAT,iCN718
G_ABAYE_RS11115,P_ABAYE_RS11115,R_GLUN,iCN718
G_ABAYE_RS14125,P_ABAYE_RS14125,R_GLUN,iCN718
G_ABAYE_RS15855,P_ABAYE_RS15855,R_NTPP9,iCN718
G_ABAYE_RS15855,P_ABAYE_RS15855,R_NTPP11,iCN718
G_ABAYE_RS15855,P_ABAYE_RS15855,R_NTPP1,iCN718
G_ABAYE_RS05590,P_ABAYE_RS05590,R_AIRCr,iCN718
G_ABAYE_RS12925,P_ABAYE_RS12925,R_ASPCT,iCN718
G_ABAYE_RS06810,P_ABAYE_RS06810,R_DHORD2,iCN718
G_ABAYE_RS06810,P_ABAYE_RS06810,R_DHORD5,iCN718
G_ABAYE_RS04045,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_GLNTRAT,iCN718
G_ABAYE_RS04050,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_GLNTRAT,iCN718
G_ABAYE_RS04055,P_ABAYE_RS04045+ABAYE_RS04050+ABAYE_RS04055,R_GLNTRAT,iCN718
G_ABAYE_RS05270,P_ABAYE_RS05270,R_ASPTA,iCN718
G_ABAYE_RS03490,P_ABAYE_RS03490,R_ASPTRS,iCN718
G_ABAYE_RS13005,P_ABAYE_RS13005,R_ALATRS,iCN718
G_ABAYE_RS01255,P_ABAYE_RS01255,R_ORPT,iCN718
G_ABAYE_RS10515,P_ABAYE_RS10515,R_OMPDC,iCN718
G_ABAYE_RS11115,P_ABAYE_RS11115,R_ASNN,iCN718
G_ABAYE_RS16655,P_ABAYE_RS16655,R_ASNN,iCN718
G_ABAYE_RS11985,P_ABAYE_RS11985,R_SERHL,iCN718
G_ABAYE_RS07190,P_ABAYE_RS07190,R_ASPR,iCN718
G_ABAYE_RS13010,P_ABAYE_RS13010,R_ASPK,iCN718
G_ABAYE_RS08660,P_ABAYE_RS08660,R_CTPS1,iCN718
G_ABAYE_RS08660,P_ABAYE_RS08660,R_CTPS2,iCN718
G_ABAYE_RS05175,P_ABAYE_RS05175,R_DTMPK,iCN718
G_ABAYE_RS16640,P_ABAYE_RS16640,R_ASAD,iCN718
G_ABAYE_RS02540,P_ABAYE_RS02540,R_CYSLYSL,iCN718
G_ABAYE_RS01740,P_ABAYE_RS01740,R_HSK,iCN718
G_ABAYE_RS17570,P_ABAYE_RS17570,R_THRS,iCN718
G_ABAYE_RS02190,P_ABAYE_RS02190,R_PGCD,iCN718
G_ABAYE_RS15805,P_ABAYE_RS15805,R_THRTRS,iCN718
G_ABAYE_RS04015,P_ABAYE_RS04015,R_SERD_L,iCN718
G_ABAYE_RS05860,P_ABAYE_RS05860,R_SERD_L,iCN718
G_ABAYE_RS08570,P_ABAYE_RS08570,R_SERD_L,iCN718
G_ABAYE_RS11985,P_ABAYE_RS11985,R_SERD_L,iCN718
G_ABAYE_RS04335,P_ABAYE_RS04335,R_SERTRS,iCN718
G_ABAYE_RS05605,P_ABAYE_RS05605,R_INDPYRD,iCN718
G_ABAYE_RS04365,P_ABAYE_RS04365,R_34DHOXPEGOX,iCN718
G_ABAYE_RS07700,P_ABAYE_RS07700,R_34DHOXPEGOX,iCN718
G_ABAYE_RS07975,P_ABAYE_RS07975,R_34DHOXPEGOX,iCN718
G_ABAYE_RS09595,P_ABAYE_RS09595,R_34DHOXPEGOX,iCN718
G_p2ABAYE0004,P_p2ABAYE0004,R_34DHOXPEGOX,iCN718
G_p3ABAYE0020,P_p3ABAYE0020,R_34DHOXPEGOX,iCN718
G_p3ABAYE0024,P_p3ABAYE0024,R_34DHOXPEGOX,iCN718
G_ABAYE_RS00930,P_ABAYE_RS00930,R_URCN,iCN718
G_ABAYE_RS12525,P_ABAYE_RS12525,R_CYSTRS,iCN718
G_ABAYE_RS00945,P_ABAYE_RS00945,R_IZPN,iCN718
G_ABAYE_RS00895,P_ABAYE_RS00895,R_FUMAC,iCN718
G_ABAYE_RS05585,P_ABAYE_RS05585,R_DABAAT,iCN718
G_ABAYE_RS02355,P_ABAYE_RS02355+ABAYE_RS02360,R_GLYTRS,iCN718
G_ABAYE_RS02360,P_ABAYE_RS02355+ABAYE_RS02360,R_GLYTRS,iCN718
G_ABAYE_RS14065,P_ABAYE_RS14065,R_SERD_D,iCN718
G_ABAYE_RS05790,P_ABAYE_RS05790,R_BETALDHx,iCN718
G_ABAYE_RS14295,P_ABAYE_RS14295,R_BETALDHx,iCN718
G_ABAYE_RS02540,P_ABAYE_RS02540,R_CYSTL,iCN718
G_ABAYE_RS02540,P_ABAYE_RS02540,R_CYSDS,iCN718
G_ABAYE_RS14075,P_ABAYE_RS14075,R_METS,iCN718
G_ABAYE_RS15110,P_ABAYE_RS15110,R_METTRS,iCN718
G_ABAYE_RS00875,P_ABAYE_RS00875,R_PPOR,iCN718
G_ABAYE_RS00950,P_ABAYE_RS00950,R_FGLU,iCN718
G_ABAYE_RS11130,P_ABAYE_RS11130,R_SERAT,iCN718
G_ABAYE_RS11390,P_ABAYE_RS11390,R_SERAT,iCN718
G_ABAYE_RS05930,P_ABAYE_RS05930,R_HDC,iCN718
G_ABAYE_RS00675,P_ABAYE_RS00675,R_FMETTRS,iCN718
G_ABAYE_RS10800,P_ABAYE_RS10800,R_METAT,iCN718
G_ABAYE_RS15140,P_ABAYE_RS15140,R_CYSDDS,iCN718
G_ABAYE_RS07710,P_ABAYE_RS07710,R_CMHMI,iCN718
G_ABAYE_RS00975,P_ABAYE_RS00975,R_CYTOM,iCN718
G_ABAYE_RS15880,P_ABAYE_RS15880,R_SLCYSS,iCN718
G_ABAYE_RS18340,P_ABAYE_RS18340,R_SLCYSS,iCN718
G_ABAYE_RS15095,P_ABAYE_RS15095,R_AHCYSNS,iCN718
G_ABAYE_RS19070,P_ABAYE_RS19070,R_AHCYSNS,iCN718
G_ABAYE_RS00890,P_ABAYE_RS00890,R_MACACI,iCN718
G_ABAYE_RS15880,P_ABAYE_RS15880,R_CYSS,iCN718
G_ABAYE_RS18340,P_ABAYE_RS18340,R_CYSS,iCN718
G_ABAYE_RS15340,P_ABAYE_RS15340,R_HPA3MO,iCN718
G_ABAYE_RS16385,P_ABAYE_RS16385,R_HSERTA,iCN718
G_ABAYE_RS10080,P_ABAYE_RS10080,R_SHSL2,iCN718
G_ABAYE_RS03435,P_ABAYE_RS03435,R_LEUTA,iCN718
G_ABAYE_RS03435,P_ABAYE_RS03435,R_ILETA,iCN718
G_ABAYE_RS05270,P_ABAYE_RS05270,R_PHETA1,iCN718
G_ABAYE_RS15590,P_ABAYE_RS15590,R_PHETA1,iCN718
G_ABAYE_RS18830,P_ABAYE_RS18830,R_PHETA1,iCN718
G_ABAYE_RS05270,P_ABAYE_RS05270,R_TYRTA,iCN718
G_ABAYE_RS15590,P_ABAYE_RS15590,R_TYRTA,iCN718
G_ABAYE_RS18830,P_ABAYE_RS18830,R_TYRTA,iCN718
G_ABAYE_RS03435,P_ABAYE_RS03435,R_ILETA2,iCN718
G_ABAYE_RS08880,P_ABAYE_RS08880,R_ALDD19xr,iCN718
G_ABAYE_RS15375,P_ABAYE_RS15375,R_NBAH,iCN718
G_ABAYE_RS11930,P_ABAYE_RS11930,R_PACCOAL,iCN718
G_ABAYE_RS04470,P_ABAYE_RS04470,R_TRPTRS,iCN718
G_ABAYE_RS08820,P_ABAYE_RS08820,R_AMID3,iCN718
G_ABAYE_RS12205,P_ABAYE_RS12205,R_AMID3,iCN718
G_ABAYE_RS08820,P_ABAYE_RS08820,R_AMID2,iCN718
G_ABAYE_RS12205,P_ABAYE_RS12205,R_AMID2,iCN718
G_ABAYE_RS08330,P_ABAYE_RS08330,R_LFORKYNHYD,iCN718
G_ABAYE_RS08330,P_ABAYE_RS08330,R_KYN,iCN718
G_ABAYE_RS08330,P_ABAYE_RS08330,R_HKYNH,iCN718
G_ABAYE_RS02015,P_ABAYE_RS02015,R_DHQS,iCN718
G_ABAYE_RS08615,P_ABAYE_RS08615,R_DDPA,iCN718
G_ABAYE_RS10175,P_ABAYE_RS10175,R_DDPA,iCN718
G_ABAYE_RS02405,P_ABAYE_RS02405,R_SHK3Dr,iCN718
G_ABAYE_RS08045,P_ABAYE_RS08045,R_DHQTi,iCN718
G_ABAYE_RS08735,P_ABAYE_RS08735,R_DHQTi,iCN718
G_ABAYE_RS02010,P_ABAYE_RS02010,R_SHKK,iCN718
G_ABAYE_RS06470,P_ABAYE_RS06470,R_PPND,iCN718
G_ABAYE_RS06470,P_ABAYE_RS06470,R_PSCVT,iCN718
G_ABAYE_RS10010,P_ABAYE_RS10010,R_CHORS,iCN718
G_ABAYE_RS06035,P_ABAYE_RS06035,R_ANPRT,iCN718
G_ABAYE_RS06050,P_ABAYE_RS06050,R_ANS,iCN718
G_ABAYE_RS17400,P_ABAYE_RS17400,R_ANS,iCN718
G_ABAYE_RS03580,P_ABAYE_RS03580,R_PRAIi,iCN718
G_ABAYE_RS06030,P_ABAYE_RS06030,R_IGPS,iCN718
G_ABAYE_RS03585,P_ABAYE_RS03585,R_TRPS1,iCN718
G_ABAYE_RS03610,P_ABAYE_RS03610,R_TRPS1,iCN718
G_ABAYE_RS10020,P_ABAYE_RS10020,R_TRPS1,iCN718
G_ABAYE_RS03610,P_ABAYE_RS03610,R_TRPS3,iCN718
G_ABAYE_RS00620,P_ABAYE_RS00620,R_TYRTRS,iCN718
G_ABAYE_RS06465,P_ABAYE_RS06465,R_AROH,iCN718
G_ABAYE_RS03585,P_ABAYE_RS03585,R_TRPS2,iCN718
G_ABAYE_RS10020,P_ABAYE_RS10020,R_TRPS2,iCN718
G_ABAYE_RS06465,P_ABAYE_RS06465,R_CHORM,iCN718
G_ABAYE_RS07770,P_ABAYE_RS07770,R_CHORM,iCN718
G_ABAYE_RS15755,P_ABAYE_RS15755+ABAYE_RS15760,R_PHETRS,iCN718
G_ABAYE_RS15760,P_ABAYE_RS15755+ABAYE_RS15760,R_PHETRS,iCN718
G_ABAYE_RS08750,P_ABAYE_RS08750,R_QUIDH,iCN718
G_ABAYE_RS05325,P_ABAYE_RS05325,R_GLU5K,iCN718
G_ABAYE_RS16300,P_ABAYE_RS16300,R_G5SD,iCN718
G_ABAYE_RS14570,P_ABAYE_RS14570,R_ACGK,iCN718
G_ABAYE_RS15470,P_ABAYE_RS15470,R_ACGS,iCN718
G_ABAYE_RS19035,P_ABAYE_RS19035,R_ACGS,iCN718
G_ABAYE_RS12710,P_ABAYE_RS12710,R_P5CR,iCN718
G_ABAYE_RS15715,P_ABAYE_RS15715,R_P5CR,iCN718
G_ABAYE_RS12710,P_ABAYE_RS12710,R_P5CRx,iCN718
G_ABAYE_RS15715,P_ABAYE_RS15715,R_P5CRx,iCN718
G_ABAYE_RS15470,P_ABAYE_RS15470,R_ORNTAC,iCN718
G_ABAYE_RS08590,P_ABAYE_RS08590,R_AGPR,iCN718
G_ABAYE_RS08450,P_ABAYE_RS08450,R_ACOTA,iCN718
G_ABAYE_RS05185,P_ABAYE_RS05185,R_ASPO5,iCN718
G_ABAYE_RS05690,P_ABAYE_RS05690,R_NMNHYD,iCN718
G_ABAYE_RS09695,P_ABAYE_RS09695,R_NMNHYD,iCN718
G_ABAYE_RS05185,P_ABAYE_RS05185,R_ASPO6,iCN718
G_ABAYE_RS17570,P_ABAYE_RS17570,R_4HTHRS,iCN718
G_ABAYE_RS04905,P_ABAYE_RS04905,R_OHPBAT,iCN718
G_ABAYE_RS16130,P_ABAYE_RS16130,R_DPR,iCN718
G_ABAYE_RS10195,P_ABAYE_RS10195,R_NNDMBRT,iCN718
G_ABAYE_RS13000,P_ABAYE_RS13000,R_E4PD,iCN718
G_ABAYE_RS04795,P_ABAYE_RS04795,R_PERD,iCN718
G_ABAYE_RS01365,P_ABAYE_RS01365,R_PDX5POi,iCN718
G_ABAYE_RS01365,P_ABAYE_RS01365,R_PYAM5PO,iCN718
G_ABAYE_RS15465,P_ABAYE_RS15465,R_QULNS,iCN718
G_ABAYE_RS18965,P_ABAYE_RS18965,R_NNDPR,iCN718
G_ABAYE_RS01050,P_ABAYE_RS01050,R_NAPRT,iCN718
G_ABAYE_RS05090,P_ABAYE_RS05090,R_NNATr,iCN718
G_ABAYE_RS05090,P_ABAYE_RS05090,R_NMNAT,iCN718
G_ABAYE_RS14710,P_ABAYE_RS14710,R_NADS2,iCN718
G_ABAYE_RS00855,P_ABAYE_RS00855,R_NNAM,iCN718
G_ABAYE_RS06435,P_ABAYE_RS06435,R_NADK,iCN718
G_ABAYE_RS06180,P_ABAYE_RS06180,R_THD2,iCN718
G_ABAYE_RS14155,P_ABAYE_RS14155,R_ASPO2,iCN718
G_ABAYE_RS14155,P_ABAYE_RS14155,R_ASPO2y,iCN718
G_ABAYE_RS13345,P_ABAYE_RS13345,R_DNADDP,iCN718
G_ABAYE_RS13345,P_ABAYE_RS13345,R_NADDP,iCN718
G_ABAYE_RS15835,P_ABAYE_RS15835,R_MOHMT,iCN718
G_ABAYE_RS15830,P_ABAYE_RS15830,R_PBAL,iCN718
G_ABAYE_RS15035,P_ABAYE_RS15035,R_PNTK,iCN718
G_ABAYE_RS15035,P_ABAYE_RS15035,R_APCPT,iCN718
G_ABAYE_RS15035,P_ABAYE_RS15035,R_APNPT,iCN718
G_ABAYE_RS03170,P_ABAYE_RS03170,R_PPNCL2,iCN718
G_ABAYE_RS03170,P_ABAYE_RS03170,R_PPCDC,iCN718
G_ABAYE_RS14785,P_ABAYE_RS14785,R_PTPATi,iCN718
G_ABAYE_RS17145,P_ABAYE_RS17145,R_DPCOAK,iCN718
G_ABAYE_RS14970,P_ABAYE_RS14970,R_AOXSr,iCN718
G_ABAYE_RS14975,P_ABAYE_RS14975,R_AMAOTr,iCN718
G_ABAYE_RS14960,P_ABAYE_RS14960,R_DBTS,iCN718
G_ABAYE_RS10850,P_ABAYE_RS10850,R_BTS3r,iCN718
G_ABAYE_RS15030,P_ABAYE_RS15030,R_BACCL,iCN718
G_ABAYE_RS06005,P_ABAYE_RS06005,R_GTPCI,iCN718
G_ABAYE_RS17045,P_ABAYE_RS17045,R_DNMPPA,iCN718
G_ABAYE_RS07485,P_ABAYE_RS07485,R_DHNPA_1,iCN718
G_ABAYE_RS15585,P_ABAYE_RS15585,R_ADCL,iCN718
G_ABAYE_RS07490,P_ABAYE_RS07490,R_HPPK,iCN718
G_ABAYE_RS15840,P_ABAYE_RS15840,R_HPPK,iCN718
G_ABAYE_RS05165,P_ABAYE_RS05165,R_ADCS,iCN718
G_ABAYE_RS03620,P_ABAYE_RS03620,R_DHFS,iCN718
G_ABAYE_RS16490,P_ABAYE_RS16490,R_DHFR,iCN718
G_ABAYE_RS18090,P_ABAYE_RS18090,R_DHFR,iCN718
G_ABAYE_RS19460,P_ABAYE_RS19460,R_DHFR,iCN718
G_ABAYE_RS16490,P_ABAYE_RS16490,R_DHFR2i,iCN718
G_ABAYE_RS18090,P_ABAYE_RS18090,R_DHFR2i,iCN718
G_ABAYE_RS19460,P_ABAYE_RS19460,R_DHFR2i,iCN718
G_ABAYE_RS10560,P_ABAYE_RS10560,R_PTHPS,iCN718
G_ABAYE_RS04585,P_ABAYE_RS04585,R_AKP1,iCN718
G_ABAYE_RS04600,P_ABAYE_RS04600,R_MTHFC,iCN718
G_ABAYE_RS04600,P_ABAYE_RS04600,R_MTHFD,iCN718
G_ABAYE_RS04600,P_ABAYE_RS04600,R_MTHFC_1,iCN718
G_ABAYE_RS06150,P_ABAYE_RS06150,R_MTHFR3,iCN718
G_ABAYE_RS09260,P_ABAYE_RS09260,R_MTHFR3,iCN718
G_ABAYE_RS02540,P_ABAYE_RS02540,R_SELCYSTL,iCN718
G_ABAYE_RS13930,P_ABAYE_RS13930+ABAYE_RS13935,R_SELADT,iCN718
G_ABAYE_RS13935,P_ABAYE_RS13930+ABAYE_RS13935,R_SELADT,iCN718
G_ABAYE_RS06065,P_ABAYE_RS06065,R_GLNSP3,iCN718
G_ABAYE_RS07520,P_ABAYE_RS07520,R_GLNSP3,iCN718
G_ABAYE_RS10800,P_ABAYE_RS10800,R_SELMETAT,iCN718
G_ABAYE_RS08200,P_ABAYE_RS08200,R_OCBT,iCN718
G_ABAYE_RS15095,P_ABAYE_RS15095,R_MTAN,iCN718
G_ABAYE_RS19070,P_ABAYE_RS19070,R_MTAN,iCN718
G_ABAYE_RS15880,P_ABAYE_RS15880,R_ACSERL,iCN718
G_ABAYE_RS18340,P_ABAYE_RS18340,R_ACSERL,iCN718
G_ABAYE_RS08820,P_ABAYE_RS08820,R_AMID,iCN718
G_ABAYE_RS12205,P_ABAYE_RS12205,R_AMID,iCN718
G_ABAYE_RS13220,P_ABAYE_RS13220,R_ARGSS,iCN718
G_ABAYE_RS17470,P_ABAYE_RS17470,R_ARGSL,iCN718
G_ABAYE_RS06480,P_ABAYE_RS06480,R_AMPTASECG,iCN718
G_ABAYE_RS07730,P_ABAYE_RS07730,R_AMPTASECG,iCN718
G_ABAYE_RS17615,P_ABAYE_RS17615,R_AMPTASECG,iCN718
G_ABAYE_RS06480,P_ABAYE_RS06480,R_AABHH,iCN718
G_ABAYE_RS13870,P_ABAYE_RS13870+ABAYE_RS13875+ABAYE_RS13880,R_UREA,iCN718
G_ABAYE_RS13875,P_ABAYE_RS13870+ABAYE_RS13875+ABAYE_RS13880,R_UREA,iCN718
G_ABAYE_RS13880,P_ABAYE_RS13870+ABAYE_RS13875+ABAYE_RS13880,R_UREA,iCN718
G_ABAYE_RS12290,P_ABAYE_RS12290,R_ALPHNH,iCN718
G_ABAYE_RS06905,P_ABAYE_RS06905,R_APATr,iCN718
G_ABAYE_RS14875,P_ABAYE_RS14875,R_ASP1DC,iCN718
G_ABAYE_RS11215,P_ABAYE_RS11215,R_TAUDO,iCN718
G_ABAYE_RS11715,P_ABAYE_RS11715,R_AEPPYRTA,iCN718
G_ABAYE_RS11710,P_ABAYE_RS11710,R_PALDH,iCN718
G_ABAYE_RS06155,P_ABAYE_RS06155,R_SEAHCYSHYD_1,iCN718
G_ABAYE_RS11400,P_ABAYE_RS11400,R_SELCYSLY3,iCN718
G_ABAYE_RS01285,P_ABAYE_RS01285,R_ALAALAr,iCN718
G_ABAYE_RS00965,P_ABAYE_RS00965,R_GLUR,iCN718
G_ABAYE_RS16885,P_ABAYE_RS16885,R_GLUR,iCN718
G_ABAYE_RS07310,P_ABAYE_RS07310,R_ALAR,iCN718
G_ABAYE_RS18735,P_ABAYE_RS18735,R_ALAR,iCN718
G_ABAYE_RS14460,P_ABAYE_RS14460,R_GTHRDH_syn,iCN718
G_ABAYE_RS11095,P_ABAYE_RS11095,R_GTHPi,iCN718
G_ABAYE_RS18440,P_ABAYE_RS18440,R_GTHPi,iCN718
G_ABAYE_RS01115,P_ABAYE_RS01115,R_GLUCYS,iCN718
G_ABAYE_RS01270,P_ABAYE_RS01270,R_GTHS,iCN718
G_ABAYE_RS01305,P_ABAYE_RS01305,R_UHGADA,iCN718
G_ABAYE_RS10145,P_ABAYE_RS10145,R_LPADSS,iCN718
G_ABAYE_RS10610,P_ABAYE_RS10610,R_TDSK,iCN718
G_ABAYE_RS01395,P_ABAYE_RS01395,R_MOAT,iCN718
G_ABAYE_RS01395,P_ABAYE_RS01395,R_MOAT2,iCN718
G_ABAYE_RS08665,P_ABAYE_RS08665,R_KDOPS,iCN718
G_ABAYE_RS12515,P_ABAYE_RS12515,R_KDOPP,iCN718
G_ABAYE_RS10605,P_ABAYE_RS10605,R_KDOCT2,iCN718
G_ABAYE_RS01280,P_ABAYE_RS01280,R_UAMAS,iCN718
G_ABAYE_RS17535,P_ABAYE_RS17535,R_UAMAGS,iCN718
G_ABAYE_RS01955,P_ABAYE_RS01955,R_UAAGDS,iCN718
G_ABAYE_RS01960,P_ABAYE_RS01960,R_UGMDDS,iCN718
G_ABAYE_RS01965,P_ABAYE_RS01965,R_PAPPT3,iCN718
G_ABAYE_RS01275,P_ABAYE_RS01275,R_UAGPT3,iCN718
G_ABAYE_RS04130,P_ABAYE_RS04130,R_UDCPDP,iCN718
G_ABAYE_RS14900,P_ABAYE_RS14900,R_PMPK,iCN718
G_ABAYE_RS14900,P_ABAYE_RS14900,R_HMPK1,iCN718
G_ABAYE_RS05515,P_ABAYE_RS05515,R_TMPPP,iCN718
G_ABAYE_RS01005,P_ABAYE_RS01005,R_TMPK,iCN718
G_ABAYE_RS07715,P_ABAYE_RS07715,R_HETZK,iCN718
G_ABAYE_RS01520,P_ABAYE_RS01520,R_TMN,iCN718
G_ABAYE_RS16400,P_ABAYE_RS16400,R_TDP,iCN718
G_ABAYE_RS17645,P_ABAYE_RS17645,R_APRAUR,iCN718
G_ABAYE_RS01015,P_ABAYE_RS01015,R_RBFSa,iCN718
G_ABAYE_RS17645,P_ABAYE_RS17645,R_DHPPDA,iCN718
G_ABAYE_RS01020,P_ABAYE_RS01020,R_DB4PS,iCN718
G_ABAYE_RS14890,P_ABAYE_RS14890,R_DB4PS,iCN718
G_ABAYE_RS17635,P_ABAYE_RS17635,R_RBFSb,iCN718
G_ABAYE_RS19090,P_ABAYE_RS19090,R_RBFK,iCN718
G_ABAYE_RS19090,P_ABAYE_RS19090,R_FMNAT,iCN718
G_ABAYE_RS12520,P_ABAYE_RS12520,R_A5PISO,iCN718
G_ABAYE_RS16485,P_ABAYE_RS16485,R_TMDS,iCN718
G_ABAYE_RS06150,P_ABAYE_RS06150,R_MTHFR2,iCN718
G_ABAYE_RS09260,P_ABAYE_RS09260,R_MTHFR2,iCN718
G_ABAYE_RS16520,P_ABAYE_RS16520,R_FTHFD,iCN718
G_ABAYE_RS14820,P_ABAYE_RS14820,R_GLUTRR,iCN718
G_ABAYE_RS05520,P_ABAYE_RS05520,R_G1SAT,iCN718
G_ABAYE_RS14480,P_ABAYE_RS14480,R_PPBNGS,iCN718
G_ABAYE_RS17455,P_ABAYE_RS17455,R_HMBS,iCN718
G_ABAYE_RS17450,P_ABAYE_RS17450,R_UPP3S,iCN718
G_ABAYE_RS04340,P_ABAYE_RS04340,R_UPP3MT,iCN718
G_ABAYE_RS05970,P_ABAYE_RS05970,R_UPPDC2,iCN718
G_ABAYE_RS05970,P_ABAYE_RS05970,R_UPPDC1,iCN718
G_ABAYE_RS02410,P_ABAYE_RS02410,R_CPPPGO,iCN718
G_ABAYE_RS03905,P_ABAYE_RS03905,R_CPPPGO2,iCN718
G_ABAYE_RS16805,P_ABAYE_RS16805,R_CPPPGO2,iCN718
G_ABAYE_RS16875,P_ABAYE_RS16875,R_FCLT,iCN718
G_ABAYE_RS03570,P_ABAYE_RS03570,R_CYRDAAT,iCN718
G_ABAYE_RS03570,P_ABAYE_RS03570,R_CBLAT,iCN718
G_ABAYE_RS10200,P_ABAYE_RS10200,R_ADOCBIK,iCN718
G_ABAYE_RS10200,P_ABAYE_RS10200,R_ACBIPGT,iCN718
G_ABAYE_RS10180,P_ABAYE_RS10180,R_ADOCBLS,iCN718
G_ABAYE_RS05960,P_ABAYE_RS05960,R_ICHORS,iCN718
G_ABAYE_RS06070,P_ABAYE_RS06070,R_CHRPL,iCN718
G_ABAYE_RS06075,P_ABAYE_RS06075,R_HBZOPT,iCN718
G_ABAYE_RS06075,P_ABAYE_RS06075,R_DHNAOT,iCN718
G_ABAYE_RS19010,P_ABAYE_RS19010,R_DMQMT,iCN718
G_ABAYE_RS19010,P_ABAYE_RS19010,R_OHPHM,iCN718
G_ABAYE_RS13405,P_ABAYE_RS13405,R_OMPHHX,iCN718
G_ABAYE_RS17020,P_ABAYE_RS17020,R_AMMQT8,iCN718
G_ABAYE_RS17020,P_ABAYE_RS17020,R_OMBZLM,iCN718
G_ABAYE_RS07530,P_ABAYE_RS07530,R_OMMBLHX3,iCN718
G_ABAYE_RS17030,P_ABAYE_RS17030,R_OPHHX,iCN718
G_ABAYE_RS04615,P_ABAYE_RS04615,R_AKGt2r,iCN718
G_ABAYE_RS14255,P_ABAYE_RS14255,R_SUCCt2r,iCN718
G_ABAYE_RS14255,P_ABAYE_RS14255,R_FUMt2r,iCN718
G_ABAYE_RS14070,P_ABAYE_RS14070,R_PIt,iCN718
G_ABAYE_RS06195,P_ABAYE_RS06195,R_NO3t,iCN718
G_ABAYE_RS08945,P_ABAYE_RS08945,R_NO3t,iCN718
G_ABAYE_RS09150,P_ABAYE_RS09150,R_NO3t,iCN718
G_ABAYE_RS09235,P_ABAYE_RS09235,R_NO3t,iCN718
G_ABAYE_RS06450,P_ABAYE_RS06450,R_FUMt2_2,iCN718
G_ABAYE_RS07220,P_ABAYE_RS07220,R_FUMt2_2,iCN718
G_ABAYE_RS06450,P_ABAYE_RS06450,R_MALt2_2,iCN718
G_ABAYE_RS07220,P_ABAYE_RS07220,R_MALt2_2,iCN718
G_ABAYE_RS15815,P_ABAYE_RS15815,R_PIt7,iCN718
G_ABAYE_RS05140,P_ABAYE_RS05140+ABAYE_RS05145+ABAYE_RS05150+ABAYE_RS05160,R_SULabc,iCN718
G_ABAYE_RS05145,P_ABAYE_RS05140+ABAYE_RS05145+ABAYE_RS05150+ABAYE_RS05160,R_SULabc,iCN718
G_ABAYE_RS05150,P_ABAYE_RS05140+ABAYE_RS05145+ABAYE_RS05150+ABAYE_RS05160,R_SULabc,iCN718
G_ABAYE_RS05160,P_ABAYE_RS05140+ABAYE_RS05145+ABAYE_RS05150+ABAYE_RS05160,R_SULabc,iCN718
G_p3ABAYE0029,P_p3ABAYE0029,R_CADH,iCN718
G_ABAYE_RS04435,P_ABAYE_RS04435,R_OGDE1,iCN718
G_ABAYE_RS04435,P_ABAYE_RS04435,R_ODH2E,iCN718
G_ABAYE_RS04440,P_ABAYE_RS04440,R_GLCOASYNT,iCN718
G_ABAYE_RS16320,P_ABAYE_RS16320,R_DDPGA,iCN718
G_ABAYE_RS09240,P_ABAYE_RS09240,R_TRSARyr,iCN718
